passage_id,ticker,company,sector,year,doc_type,section,word_count,gold_sentiment,gold_intensity,gold_guidance,gold_guid_type,model,model_label,prompt_key,shots,pred_sentiment,pred_intensity,pred_guidance,pred_guid_type,pred_key_phrase,pred_rationale,guid_confidence,guid_spans,latency_ms,error,retry_count,raw_response,is_sentiment_error,is_guidance_error,is_any_error,error_tags,error_tags_str,n_error_tags
FIDELITYBK_2020_ceo_review_0_2,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,208,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,positive,strong net revenue growth of NGN6.9 billion,"The passage exhibits a positive sentiment due to the strong net revenue growth and decline in expenses, indicating a favorable financial performance. The guidance is positive, with the company expressing intentions to increase digital adoption, market share, and enhance electronic banking processes, although the language is somewhat general, leading to a medium confidence level.",medium,"[""we will continue to increase the adoption and migration of customers to our digital platforms and increase our retail banking market share through innovative products and services"", ""We will enhance our robust electronic banking processes and products thereby deepening our hold on the space""]",6929.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""strong net revenue growth of NGN6.9 billion"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [
      ""we will continue to increase the adoption and migration of customers to our digital platforms and increase our retail banking market share through innovative products and services"",
      ""We will enhance our robust electronic banking processes and products thereby deepening our hold on the space""
   ],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage exhibits a positive sentiment due to the strong net revenue growth and decline in expenses, indicating a favorable financial performance. The guidance is positive, with the company expressing intentions to increase digital adoption, market share, and enhance electronic banking processes, although the language is somewhat general, leading to a medium confidence level.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_3,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,151,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,positive,set a strong pedestal for sustained growth in revenue,"The passage conveys a positive tone due to the successful refinancing and growth in non-interest income, indicating a moderate level of positivity. The guidance is positive, with the bank expressing optimism about future revenue growth, although the confidence level is medium due to the lack of specific quantitative targets.",medium,"[""We are optimistic about growth in revenue.""]",5859.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""set a strong pedestal for sustained growth in revenue"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [""We are optimistic about growth in revenue.""],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage conveys a positive tone due to the successful refinancing and growth in non-interest income, indicating a moderate level of positivity. The guidance is positive, with the bank expressing optimism about future revenue growth, although the confidence level is medium due to the lack of specific quantitative targets.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_4,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,159,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,True,positive,stellar growth in profitability as well as improved financial position,"The passage expresses strong positive sentiment due to stellar growth in profitability and improved financial position. Guidance is present and positive, indicating future growth, although the language is somewhat vague and lacks specific targets, leading to a medium confidence level.",medium,"[""we look forward to delivering decent set of numbers at the end of 2018 financial year."", ""which we would build on in the future""]",8731.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""stellar growth in profitability as well as improved financial position"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [""we look forward to delivering decent set of numbers at the end of 2018 financial year."", ""which we would build on in the future""],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage expresses strong positive sentiment due to stellar growth in profitability and improved financial position. Guidance is present and positive, indicating future growth, although the language is somewhat vague and lacks specific targets, leading to a medium confidence level.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_5,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,195,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,True,positive,our outlook for 2018 financial year is positive,"The overall tone is strongly positive due to the increase in gross earnings, growth in total deposits, and improved macroeconomic indices. The guidance is explicitly positive, with the company stating a positive outlook for the 2018 financial year, indicating a high level of confidence in their future performance.",high,"[""our outlook for 2018 financial year is positive""]",10588.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""our outlook for 2018 financial year is positive"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [""our outlook for 2018 financial year is positive""],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The overall tone is strongly positive due to the increase in gross earnings, growth in total deposits, and improved macroeconomic indices. The guidance is explicitly positive, with the company stating a positive outlook for the 2018 financial year, indicating a high level of confidence in their future performance.""
}",False,False,False,[],,0
FIDELITYBK_2020_operating_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,operating_review,202,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,highest standards of ethics and business conduct,"The passage maintains a formal and procedural tone, discussing the Bank's Code of Business Conduct and Ethics Policy without expressing a clear positive or negative sentiment. There is no forward-looking guidance present in the passage, as it focuses on the Bank's internal policies and procedures rather than future performance or expectations.",high,[],1219.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""highest standards of ethics and business conduct"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage maintains a formal and procedural tone, discussing the Bank's Code of Business Conduct and Ethics Policy without expressing a clear positive or negative sentiment. There is no forward-looking guidance present in the passage, as it focuses on the Bank's internal policies and procedures rather than future performance or expectations.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,151,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,"strong double-digit growth in earning assets, customer deposits, and revenues","The passage exudes a strongly positive tone due to the mention of double-digit growth across key financial metrics, indicating a successful year. There is no explicit forward-looking guidance provided in the passage, which focuses on reviewing past performance and strategic aspirations rather than offering projections or expectations for future financial performance.",high,[],1075.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""strong double-digit growth in earning assets, customer deposits, and revenues"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage exudes a strongly positive tone due to the mention of double-digit growth across key financial metrics, indicating a successful year. There is no explicit forward-looking guidance provided in the passage, which focuses on reviewing past performance and strategic aspirations rather than offering projections or expectations for future financial performance.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_1,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,185,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,Gross earnings increased by 4.8 percent to NGN188.9 billion,"The passage conveys a strongly positive sentiment due to the significant increase in gross earnings, growth in earning assets, and improvements in digital banking penetration. There is no explicit forward-looking guidance present in the passage, which focuses on historical performance and achievements, thus no guidance is provided.",high,[],1002.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""Gross earnings increased by 4.8 percent to NGN188.9 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage conveys a strongly positive sentiment due to the significant increase in gross earnings, growth in earning assets, and improvements in digital banking penetration. There is no explicit forward-looking guidance present in the passage, which focuses on historical performance and achievements, thus no guidance is provided.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_2,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,178,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,Profit After Tax (PAT) increased by 29.0 percent to NGN22.9 billion,"The significant increase in Profit After Tax, despite rising operating expenses, creates a strongly positive sentiment. There is no explicit forward-looking guidance present in the passage, which focuses on past performance and the bank's growth aspirations without providing specific targets or projections.",high,[],1056.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""Profit After Tax (PAT) increased by 29.0 percent to NGN22.9 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The significant increase in Profit After Tax, despite rising operating expenses, creates a strongly positive sentiment. There is no explicit forward-looking guidance present in the passage, which focuses on past performance and the bank's growth aspirations without providing specific targets or projections.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_3,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,158,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,recorded strong double-digit growth in the financial performance,"The passage conveys a strongly positive tone due to the emphasis on double-digit growth in financial performance and significant increases in deposits. There is no explicit forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.",high,[],3189.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""recorded strong double-digit growth in the financial performance"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage conveys a strongly positive tone due to the emphasis on double-digit growth in financial performance and significant increases in deposits. There is no explicit forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_4,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,168,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,False,none,inroads we have made in the retail banking space during the year under review,"The passage has a positive tone due to the improvement in low-cost deposits and the growth in risk assets, indicating success in the retail banking space. There is no forward-looking guidance present in the passage, which focuses on past achievements and current initiatives without providing projections or expectations for future performance.",high,[],1228.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""inroads we have made in the retail banking space during the year under review"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage has a positive tone due to the improvement in low-cost deposits and the growth in risk assets, indicating success in the retail banking space. There is no forward-looking guidance present in the passage, which focuses on past achievements and current initiatives without providing projections or expectations for future performance.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_5,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,177,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,False,none,Cost of them financially included to access banking risk declined to 0.5 percent from 1.5 percent,"The passage has a positive tone due to the decline in banking risk and improvement in Non-performing Loans Ratio, as well as recognition from associations and operators in the MSME sub-sector. There is no forward-looking guidance present in the passage, which focuses on historical performance and current achievements.",high,[],1063.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""Cost of them financially included to access banking risk declined to 0.5 percent from 1.5 percent"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage has a positive tone due to the decline in banking risk and improvement in Non-performing Loans Ratio, as well as recognition from associations and operators in the MSME sub-sector. There is no forward-looking guidance present in the passage, which focuses on historical performance and current achievements.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_6,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,161,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,mild,False,none,Award in recognition of its support of the BusinessDay Top 100 Fastest Growing SMEs in Nigeria,"The tone is mildly positive due to the receipt of awards and recognition for supporting SMEs, indicating a favorable view of the bank's activities. There is no forward-looking guidance present in the passage, which focuses on past achievements and recognition.",high,[],1137.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Award in recognition of its support of the BusinessDay Top 100 Fastest Growing SMEs in Nigeria"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The tone is mildly positive due to the receipt of awards and recognition for supporting SMEs, indicating a favorable view of the bank's activities. There is no forward-looking guidance present in the passage, which focuses on past achievements and recognition.""
}",False,False,False,[],,0
FIDELITYBK_2020_operating_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,operating_review,81,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Review the Bank's quarterly performance,"The passage is procedurally descriptive, outlining the objectives of the Business Review Committee without expressing any emotional tone or forward-looking performance expectations. There is no forward-looking guidance present, as the text focuses on the committee's roles and responsibilities rather than predicting future outcomes.",high,[],1061.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Review the Bank's quarterly performance"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is procedurally descriptive, outlining the objectives of the Business Review Committee without expressing any emotional tone or forward-looking performance expectations. There is no forward-looking guidance present, as the text focuses on the committee's roles and responsibilities rather than predicting future outcomes.""
}",False,False,False,[],,0
FIDELITYBK_None_outlook_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,outlook,297,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Real GDP growth for the 2019 fiscal year was 2.27 percent,"The passage presents a neutral tone, primarily focusing on factual information about economic conditions and the bank's initiatives without expressing a clear positive or negative sentiment. There is no explicit forward-looking guidance provided in the passage, resulting in a lack of guidance with high confidence in this assessment.",high,[],1137.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Real GDP growth for the 2019 fiscal year was 2.27 percent"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage presents a neutral tone, primarily focusing on factual information about economic conditions and the bank's initiatives without expressing a clear positive or negative sentiment. There is no explicit forward-looking guidance provided in the passage, resulting in a lack of guidance with high confidence in this assessment.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,161,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,neutral,helped to expand the total SMEs meet funders,"The overall tone is positive due to the successful expansion of SME funding and recognition of the bank's efforts, despite mentioning challenges. The guidance is neutral as it acknowledges potential negative impacts but does not provide a clear directional outlook for the company's performance.",medium,"[""Going into 2020 financial year, we recognize the negative impact of the global scourge (Covid-19) and declining crude""]",5626.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""helped to expand the total SMEs meet funders"",
   ""has_guidance"": true,
   ""guidance_type"": ""neutral"",
   ""guidance_spans"": [""Going into 2020 financial year, we recognize the negative impact of the global scourge (Covid-19) and declining crude""],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The overall tone is positive due to the successful expansion of SME funding and recognition of the bank's efforts, despite mentioning challenges. The guidance is neutral as it acknowledges potential negative impacts but does not provide a clear directional outlook for the company's performance.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_1,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,162,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,neutral,growth in Operating Income compensated for the increase in Operating Expenses,"The passage has a moderately positive tone due to the growth in operating income compensating for the increase in operating expenses and the bank receiving several awards. The guidance is present but neutral, as it focuses on ensuring safety and building a sustainable business without providing specific quantitative targets or directional indicators.",medium,"[""We will continue to take measures that will ensure the safety of our staff, customers and other stakeholders during this period whilst we remain committed to building a sustainable business""]",5500.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""growth in Operating Income compensated for the increase in Operating Expenses"",
   ""has_guidance"": true,
   ""guidance_type"": ""neutral"",
   ""guidance_spans"": [""We will continue to take measures that will ensure the safety of our staff, customers and other stakeholders during this period whilst we remain committed to building a sustainable business""],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage has a moderately positive tone due to the growth in operating income compensating for the increase in operating expenses and the bank receiving several awards. The guidance is present but neutral, as it focuses on ensuring safety and building a sustainable business without providing specific quantitative targets or directional indicators.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_2,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,164,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,21.0 percent increase in Profit Before Tax (PBT) to N30.4 billion,"The passage expresses strong positive sentiment due to significant increases in Profit Before Tax and Profit After Tax, as well as awards and recognitions received by the bank. There is no forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.",high,[],6598.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""21.0 percent increase in Profit Before Tax (PBT) to N30.4 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage expresses strong positive sentiment due to significant increases in Profit Before Tax and Profit After Tax, as well as awards and recognitions received by the bank. There is no forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_3,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,182,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,False,none,"Total Customer Deposits increased by 25.1 percent to N1,225.2 billion","The passage has a positive tone due to the significant increase in customer deposits and various awards and recognitions received by the bank. There is no forward-looking guidance present in the passage, which focuses on historical performance and achievements in 2019.",high,[],5288.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""Total Customer Deposits increased by 25.1 percent to N1,225.2 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage has a positive tone due to the significant increase in customer deposits and various awards and recognitions received by the bank. There is no forward-looking guidance present in the passage, which focuses on historical performance and achievements in 2019.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_4,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,171,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,impressive double-digit growth across key performance indices,"The passage conveys a strongly positive sentiment due to the impressive double-digit growth in key performance indices, such as deposits and gross earnings. There is no explicit forward-looking guidance present in the passage, which focuses on reporting past performance and current market position.",high,[],6264.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""impressive double-digit growth across key performance indices"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage conveys a strongly positive sentiment due to the impressive double-digit growth in key performance indices, such as deposits and gross earnings. There is no explicit forward-looking guidance present in the passage, which focuses on reporting past performance and current market position.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_5,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,154,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,False,none,"Net Loans and Advances increased by 32.6 percent to N1,127.0 billion","The passage has a strongly positive tone due to significant increases in key metrics such as Net Loans and Advances, and the success of digital banking products. There is no forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.",high,[],6592.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""Net Loans and Advances increased by 32.6 percent to N1,127.0 billion"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage has a strongly positive tone due to significant increases in key metrics such as Net Loans and Advances, and the success of digital banking products. There is no forward-looking guidance present in the passage, which focuses on reporting past performance and achievements.""
}",False,False,False,[],,0
FIDELITYBK_None_ceo_review_0_7,FIDELITYBK,Fidelity Bank Plc,Banking,,annual_report,ceo_review,98,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,grown the fortunes of the bank,"The passage is neutral as it primarily provides biographical information about individuals, with a mildly positive tone from phrases like 'grown the fortunes of the bank'. There is no forward-looking guidance present in the passage, as it focuses on past roles and educational backgrounds without discussing future plans or expectations.",high,[],4509.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""grown the fortunes of the bank"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is neutral as it primarily provides biographical information about individuals, with a mildly positive tone from phrases like 'grown the fortunes of the bank'. There is no forward-looking guidance present in the passage, as it focuses on past roles and educational backgrounds without discussing future plans or expectations.""
}",False,False,False,[],,0
FIDELITYBK_2020_outlook_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,outlook,274,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,moderate,True,positive,The prognosis for the Nigerian economy in 2021 is positive,"The overall tone of the passage is positive due to the expressed optimism about the Nigerian economy in 2021, with phrases like 'prognosis for the Nigerian economy in 2021 is positive' and 'business environment will be more viable'. The guidance provided is generally positive, with statements about sustained growth and achievable budget targets, although the confidence level is medium due to the presence of conditional factors like the impact of pandemic vaccines and production cuts.",medium,"[""The business environment will be more viable"", ""Current growth levels will be sustained"", ""The 3.0% growth target in the 2021 budget looks achievable""]",7867.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""moderate"",
   ""sentiment_key_phrase"": ""The prognosis for the Nigerian economy in 2021 is positive"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [
      ""The business environment will be more viable"",
      ""Current growth levels will be sustained"",
      ""The 3.0% growth target in the 2021 budget looks achievable""
   ],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The overall tone of the passage is positive due to the expressed optimism about the Nigerian economy in 2021, with phrases like 'prognosis for the Nigerian economy in 2021 is positive' and 'business environment will be more viable'. The guidance provided is generally positive, with statements about sustained growth and achievable budget targets, although the confidence level is medium due to the presence of conditional factors like the impact of pandemic vaccines and production cuts.""
}",False,False,False,[],,0
FIDELITYBK_2020_ceo_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,ceo_review,268,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,proposed dividend of 22 Kobo per Ordinary Share,"The passage has a neutral tone as it primarily contains procedural and regulatory information without expressing a clear opinion or emotion. There is no forward-looking guidance present in the passage, as it focuses on historical and administrative matters such as dividend payment and audit committee nominations.",high,[],8259.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""proposed dividend of 22 Kobo per Ordinary Share"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage has a neutral tone as it primarily contains procedural and regulatory information without expressing a clear opinion or emotion. There is no forward-looking guidance present in the passage, as it focuses on historical and administrative matters such as dividend payment and audit committee nominations.""
}",False,False,False,[],,0
FIDELITYBK_2020_operating_review_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2020,annual_report,operating_review,81,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,neutral,mild,False,none,Review the Bank's quarterly performance,"The passage is procedurally descriptive, outlining the objectives of the Business Review Committee without expressing any emotional tone or sentiment. There is no forward-looking guidance present in the passage, as it focuses on the committee's responsibilities and operational framework.",high,[],3441.0,,0,"{
  ""sentiment"": ""neutral"",
   ""intensity"": ""mild"",
   ""sentiment_key_phrase"": ""Review the Bank's quarterly performance"",
   ""has_guidance"": false,
   ""guidance_type"": ""none"",
   ""guidance_spans"": [],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The passage is procedurally descriptive, outlining the objectives of the Business Review Committee without expressing any emotional tone or sentiment. There is no forward-looking guidance present in the passage, as it focuses on the committee's responsibilities and operational framework.""
}",False,False,False,[],,0
FIDELITYBK_2023_outlook_0_0,FIDELITYBK,Fidelity Bank Plc,Banking,2023,annual_report,outlook,167,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,positive,strong,True,positive,exceeding the N100 billion PBT mark for the first time in our history,"The overall tone is strongly positive due to the significant increase in PBT and the milestone of exceeding N100 billion, showcasing a robust financial performance. The guidance is explicitly positive, with a clear numerical target for the 2024 fiscal year, indicating a high level of confidence in future performance.",high,"[""Outlook for the 2024 Fiscal year from N3.9 trillion in 2022 FY to N6.2 trillion""]",6878.0,,0,"{
  ""sentiment"": ""positive"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""exceeding the N100 billion PBT mark for the first time in our history"",
   ""has_guidance"": true,
   ""guidance_type"": ""positive"",
   ""guidance_spans"": [""Outlook for the 2024 Fiscal year from N3.9 trillion in 2022 FY to N6.2 trillion""],
   ""guidance_confidence"": ""high"",
   ""overall_rationale"": ""The overall tone is strongly positive due to the significant increase in PBT and the milestone of exceeding N100 billion, showcasing a robust financial performance. The guidance is explicitly positive, with a clear numerical target for the 2024 fiscal year, indicating a high level of confidence in future performance.""
}",False,False,False,[],,0
FIDELITYBK_2023_outlook_0_1,FIDELITYBK,Fidelity Bank Plc,Banking,2023,annual_report,outlook,157,,,,,llama3,Llama 3.3 70B (Groq),combined_5shot,5,negative,strong,True,neutral,the NGN to deteriorate by 90% and 58%,"The passage's tone is predominantly negative due to the significant deterioration of the NGN and the challenges posed by importation, FX scarcity, and fiscal discipline issues. The guidance present is neutral, as it outlines intended policy changes and business expansion plans without providing clear, directional performance projections or confidence indicators.",medium,"[""The authorities intended these policy changes to boost capital importation, narrow the divergence in exchange rates, and redirect subsidy costs to crucial capital development projects."", ""used to procure additional retail banking infrastructure, refresh our IT applications, increase our business footprints around Nigeria, and expand internationally.""]",5547.0,,0,"{
  ""sentiment"": ""negative"",
   ""intensity"": ""strong"",
   ""sentiment_key_phrase"": ""the NGN to deteriorate by 90% and 58%"",
   ""has_guidance"": true,
   ""guidance_type"": ""neutral"",
   ""guidance_spans"": [
      ""The authorities intended these policy changes to boost capital importation, narrow the divergence in exchange rates, and redirect subsidy costs to crucial capital development projects."",
      ""used to procure additional retail banking infrastructure, refresh our IT applications, increase our business footprints around Nigeria, and expand internationally.""
   ],
   ""guidance_confidence"": ""medium"",
   ""overall_rationale"": ""The passage's tone is predominantly negative due to the significant deterioration of the NGN and the challenges posed by importation, FX scarcity, and fiscal discipline issues. The guidance present is neutral, as it outlines intended policy changes and business expansion plans without providing clear, directional performance projections or confidence indicators.""
}",False,False,False,[],,0
